"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"1423",6,1,"Easy","Liberal Confirming Items","Liberals",238
"1424",6,1,"Easy","Conservative Confirming Items","Liberals",238
"1425",6,1,"Easy","Liberal Confirming Items","Liberals",238
"1426",6,1,"Easy","Conservative Confirming Items","Liberals",238
"1427",6,1,"Easy","Apolitical Items","Liberals",238
"1428",6,1,"Easy","Apolitical Items","Liberals",238
"1429",7,1,"Easy","Liberal Confirming Items","Liberals",239
"1430",7,1,"Easy","Conservative Confirming Items","Liberals",239
"1431",7,1,"Easy","Liberal Confirming Items","Liberals",239
"1432",7,1,"Easy","Conservative Confirming Items","Liberals",239
"1433",7,1,"Easy","Apolitical Items","Liberals",239
"1434",7,1,"Easy","Apolitical Items","Liberals",239
"1435",5,1,"Easy","Liberal Confirming Items","Moderates",240
"1436",5,1,"Easy","Conservative Confirming Items","Moderates",240
"1437",5,1,"Easy","Liberal Confirming Items","Moderates",240
"1438",5,0,"Easy","Conservative Confirming Items","Moderates",240
"1439",5,1,"Easy","Apolitical Items","Moderates",240
"1440",5,1,"Easy","Apolitical Items","Moderates",240
"1441",4,1,"Easy","Liberal Confirming Items","Moderates",241
"1442",4,0,"Easy","Conservative Confirming Items","Moderates",241
"1443",4,1,"Easy","Liberal Confirming Items","Moderates",241
"1444",4,1,"Easy","Conservative Confirming Items","Moderates",241
"1445",4,1,"Easy","Apolitical Items","Moderates",241
"1446",4,0,"Easy","Apolitical Items","Moderates",241
"1447",6,1,"Easy","Liberal Confirming Items","Liberals",242
"1448",6,0,"Easy","Conservative Confirming Items","Liberals",242
"1449",6,1,"Easy","Liberal Confirming Items","Liberals",242
"1450",6,1,"Easy","Conservative Confirming Items","Liberals",242
"1451",6,1,"Easy","Apolitical Items","Liberals",242
"1452",6,1,"Easy","Apolitical Items","Liberals",242
"1453",3,1,"Easy","Liberal Confirming Items","Liberals",243
"1454",3,1,"Easy","Conservative Confirming Items","Liberals",243
"1455",3,1,"Easy","Liberal Confirming Items","Liberals",243
"1456",3,1,"Easy","Conservative Confirming Items","Liberals",243
"1457",3,1,"Easy","Apolitical Items","Liberals",243
"1458",3,1,"Easy","Apolitical Items","Liberals",243
"1459",3,1,"Easy","Liberal Confirming Items","Conservatives",244
"1460",3,0,"Easy","Conservative Confirming Items","Conservatives",244
"1461",3,1,"Easy","Liberal Confirming Items","Conservatives",244
"1462",3,0,"Easy","Conservative Confirming Items","Conservatives",244
"1463",3,1,"Easy","Apolitical Items","Conservatives",244
"1464",3,1,"Easy","Apolitical Items","Conservatives",244
"1465",4,1,"Easy","Liberal Confirming Items","Liberals",245
"1466",4,0,"Easy","Conservative Confirming Items","Liberals",245
"1467",4,1,"Easy","Liberal Confirming Items","Liberals",245
"1468",4,1,"Easy","Conservative Confirming Items","Liberals",245
"1469",4,1,"Easy","Apolitical Items","Liberals",245
"1470",4,1,"Easy","Apolitical Items","Liberals",245
"1471",7,1,"Easy","Liberal Confirming Items","Liberals",246
"1472",7,1,"Easy","Conservative Confirming Items","Liberals",246
"1473",7,1,"Easy","Liberal Confirming Items","Liberals",246
"1474",7,1,"Easy","Conservative Confirming Items","Liberals",246
"1475",7,1,"Easy","Apolitical Items","Liberals",246
"1476",7,1,"Easy","Apolitical Items","Liberals",246
"1477",4,0,"Easy","Liberal Confirming Items","Liberals",247
"1478",4,0,"Easy","Conservative Confirming Items","Liberals",247
"1479",4,1,"Easy","Liberal Confirming Items","Liberals",247
"1480",4,1,"Easy","Conservative Confirming Items","Liberals",247
"1481",4,0,"Easy","Apolitical Items","Liberals",247
"1482",4,1,"Easy","Apolitical Items","Liberals",247
"1483",1,1,"Easy","Liberal Confirming Items","Liberals",248
"1484",1,1,"Easy","Conservative Confirming Items","Liberals",248
"1485",1,0,"Easy","Liberal Confirming Items","Liberals",248
"1486",1,1,"Easy","Conservative Confirming Items","Liberals",248
"1487",1,0,"Easy","Apolitical Items","Liberals",248
"1488",1,1,"Easy","Apolitical Items","Liberals",248
"1489",3,1,"Easy","Liberal Confirming Items","Liberals",249
"1490",3,1,"Easy","Conservative Confirming Items","Liberals",249
"1491",3,1,"Easy","Liberal Confirming Items","Liberals",249
"1492",3,1,"Easy","Conservative Confirming Items","Liberals",249
"1493",3,0,"Easy","Apolitical Items","Liberals",249
"1494",3,1,"Easy","Apolitical Items","Liberals",249
"1495",6,1,"Easy","Liberal Confirming Items","Moderates",250
"1496",6,1,"Easy","Conservative Confirming Items","Moderates",250
"1497",6,1,"Easy","Liberal Confirming Items","Moderates",250
"1498",6,1,"Easy","Conservative Confirming Items","Moderates",250
"1499",6,1,"Easy","Apolitical Items","Moderates",250
"1500",6,0,"Easy","Apolitical Items","Moderates",250
"1501",1,1,"Easy","Liberal Confirming Items","Conservatives",251
"1502",1,1,"Easy","Conservative Confirming Items","Conservatives",251
"1503",1,1,"Easy","Liberal Confirming Items","Conservatives",251
"1504",1,1,"Easy","Conservative Confirming Items","Conservatives",251
"1505",1,1,"Easy","Apolitical Items","Conservatives",251
"1506",1,1,"Easy","Apolitical Items","Conservatives",251
"1507",5,1,"Easy","Liberal Confirming Items","Conservatives",252
"1508",5,1,"Easy","Conservative Confirming Items","Conservatives",252
"1509",5,1,"Easy","Liberal Confirming Items","Conservatives",252
"1510",5,1,"Easy","Conservative Confirming Items","Conservatives",252
"1511",5,1,"Easy","Apolitical Items","Conservatives",252
"1512",5,1,"Easy","Apolitical Items","Conservatives",252
"1513",7,1,"Easy","Liberal Confirming Items","Liberals",253
"1514",7,1,"Easy","Conservative Confirming Items","Liberals",253
"1515",7,1,"Easy","Liberal Confirming Items","Liberals",253
"1516",7,1,"Easy","Conservative Confirming Items","Liberals",253
"1517",7,1,"Easy","Apolitical Items","Liberals",253
"1518",7,1,"Easy","Apolitical Items","Liberals",253
"1519",4,1,"Easy","Liberal Confirming Items","Liberals",254
"1520",4,0,"Easy","Conservative Confirming Items","Liberals",254
"1521",4,1,"Easy","Liberal Confirming Items","Liberals",254
"1522",4,1,"Easy","Conservative Confirming Items","Liberals",254
"1523",4,1,"Easy","Apolitical Items","Liberals",254
"1524",4,1,"Easy","Apolitical Items","Liberals",254
"1525",6,1,"Easy","Liberal Confirming Items","Liberals",255
"1526",6,0,"Easy","Conservative Confirming Items","Liberals",255
"1527",6,1,"Easy","Liberal Confirming Items","Liberals",255
"1528",6,1,"Easy","Conservative Confirming Items","Liberals",255
"1529",6,1,"Easy","Apolitical Items","Liberals",255
"1530",6,1,"Easy","Apolitical Items","Liberals",255
"1531",6,1,"Easy","Liberal Confirming Items","Conservatives",256
"1532",6,0,"Easy","Conservative Confirming Items","Conservatives",256
"1533",6,0,"Easy","Liberal Confirming Items","Conservatives",256
"1534",6,1,"Easy","Conservative Confirming Items","Conservatives",256
"1535",6,1,"Easy","Apolitical Items","Conservatives",256
"1536",6,1,"Easy","Apolitical Items","Conservatives",256
"1537",4,1,"Easy","Liberal Confirming Items","Liberals",257
"1538",4,0,"Easy","Conservative Confirming Items","Liberals",257
"1539",4,1,"Easy","Liberal Confirming Items","Liberals",257
"1540",4,1,"Easy","Conservative Confirming Items","Liberals",257
"1541",4,1,"Easy","Apolitical Items","Liberals",257
"1542",4,1,"Easy","Apolitical Items","Liberals",257
"1543",4,1,"Easy","Liberal Confirming Items","Conservatives",258
"1544",4,1,"Easy","Conservative Confirming Items","Conservatives",258
"1545",4,1,"Easy","Liberal Confirming Items","Conservatives",258
"1546",4,1,"Easy","Conservative Confirming Items","Conservatives",258
"1547",4,1,"Easy","Apolitical Items","Conservatives",258
"1548",4,1,"Easy","Apolitical Items","Conservatives",258
"1549",7,1,"Easy","Liberal Confirming Items","Liberals",259
"1550",7,0,"Easy","Conservative Confirming Items","Liberals",259
"1551",7,1,"Easy","Liberal Confirming Items","Liberals",259
"1552",7,1,"Easy","Conservative Confirming Items","Liberals",259
"1553",7,1,"Easy","Apolitical Items","Liberals",259
"1554",7,1,"Easy","Apolitical Items","Liberals",259
"1555",3,1,"Easy","Liberal Confirming Items","Liberals",260
"1556",3,1,"Easy","Conservative Confirming Items","Liberals",260
"1557",3,1,"Easy","Liberal Confirming Items","Liberals",260
"1558",3,1,"Easy","Conservative Confirming Items","Liberals",260
"1559",3,1,"Easy","Apolitical Items","Liberals",260
"1560",3,1,"Easy","Apolitical Items","Liberals",260
"1561",7,1,"Easy","Liberal Confirming Items","Conservatives",261
"1562",7,1,"Easy","Conservative Confirming Items","Conservatives",261
"1563",7,1,"Easy","Liberal Confirming Items","Conservatives",261
"1564",7,1,"Easy","Conservative Confirming Items","Conservatives",261
"1565",7,1,"Easy","Apolitical Items","Conservatives",261
"1566",7,1,"Easy","Apolitical Items","Conservatives",261
"1567",4,1,"Easy","Liberal Confirming Items","Conservatives",262
"1568",4,1,"Easy","Conservative Confirming Items","Conservatives",262
"1569",4,1,"Easy","Liberal Confirming Items","Conservatives",262
"1570",4,1,"Easy","Conservative Confirming Items","Conservatives",262
"1571",4,1,"Easy","Apolitical Items","Conservatives",262
"1572",4,1,"Easy","Apolitical Items","Conservatives",262
"1573",4,1,"Easy","Liberal Confirming Items","Conservatives",263
"1574",4,0,"Easy","Conservative Confirming Items","Conservatives",263
"1575",4,1,"Easy","Liberal Confirming Items","Conservatives",263
"1576",4,0,"Easy","Conservative Confirming Items","Conservatives",263
"1577",4,1,"Easy","Apolitical Items","Conservatives",263
"1578",4,1,"Easy","Apolitical Items","Conservatives",263
"1579",4,1,"Easy","Liberal Confirming Items","Moderates",264
"1580",4,0,"Easy","Conservative Confirming Items","Moderates",264
"1581",4,1,"Easy","Liberal Confirming Items","Moderates",264
"1582",4,1,"Easy","Conservative Confirming Items","Moderates",264
"1583",4,0,"Easy","Apolitical Items","Moderates",264
"1584",4,1,"Easy","Apolitical Items","Moderates",264
"1585",2,0,"Easy","Liberal Confirming Items","Moderates",265
"1586",2,0,"Easy","Conservative Confirming Items","Moderates",265
"1587",2,0,"Easy","Liberal Confirming Items","Moderates",265
"1588",2,1,"Easy","Conservative Confirming Items","Moderates",265
"1589",2,1,"Easy","Apolitical Items","Moderates",265
"1590",2,0,"Easy","Apolitical Items","Moderates",265
"1591",7,1,"Easy","Liberal Confirming Items","Moderates",266
"1592",7,0,"Easy","Conservative Confirming Items","Moderates",266
"1593",7,1,"Easy","Liberal Confirming Items","Moderates",266
"1594",7,1,"Easy","Conservative Confirming Items","Moderates",266
"1595",7,1,"Easy","Apolitical Items","Moderates",266
"1596",7,1,"Easy","Apolitical Items","Moderates",266
"1597",4,1,"Easy","Liberal Confirming Items","Liberals",267
"1598",4,1,"Easy","Conservative Confirming Items","Liberals",267
"1599",4,1,"Easy","Liberal Confirming Items","Liberals",267
"1600",4,1,"Easy","Conservative Confirming Items","Liberals",267
"1601",4,0,"Easy","Apolitical Items","Liberals",267
"1602",4,1,"Easy","Apolitical Items","Liberals",267
"1603",7,1,"Easy","Liberal Confirming Items","Liberals",268
"1604",7,1,"Easy","Conservative Confirming Items","Liberals",268
"1605",7,1,"Easy","Liberal Confirming Items","Liberals",268
"1606",7,1,"Easy","Conservative Confirming Items","Liberals",268
"1607",7,1,"Easy","Apolitical Items","Liberals",268
"1608",7,1,"Easy","Apolitical Items","Liberals",268
"1609",5,1,"Easy","Liberal Confirming Items","Liberals",269
"1610",5,0,"Easy","Conservative Confirming Items","Liberals",269
"1611",5,1,"Easy","Liberal Confirming Items","Liberals",269
"1612",5,0,"Easy","Conservative Confirming Items","Liberals",269
"1613",5,1,"Easy","Apolitical Items","Liberals",269
"1614",5,1,"Easy","Apolitical Items","Liberals",269
"1615",7,1,"Easy","Liberal Confirming Items","Liberals",270
"1616",7,1,"Easy","Conservative Confirming Items","Liberals",270
"1617",7,1,"Easy","Liberal Confirming Items","Liberals",270
"1618",7,1,"Easy","Conservative Confirming Items","Liberals",270
"1619",7,1,"Easy","Apolitical Items","Liberals",270
"1620",7,1,"Easy","Apolitical Items","Liberals",270
"1621",6,1,"Easy","Liberal Confirming Items","Liberals",271
"1622",6,1,"Easy","Conservative Confirming Items","Liberals",271
"1623",6,1,"Easy","Liberal Confirming Items","Liberals",271
"1624",6,1,"Easy","Conservative Confirming Items","Liberals",271
"1625",6,1,"Easy","Apolitical Items","Liberals",271
"1626",6,1,"Easy","Apolitical Items","Liberals",271
"1627",5,1,"Easy","Liberal Confirming Items","Conservatives",272
"1628",5,1,"Easy","Conservative Confirming Items","Conservatives",272
"1629",5,1,"Easy","Liberal Confirming Items","Conservatives",272
"1630",5,0,"Easy","Conservative Confirming Items","Conservatives",272
"1631",5,1,"Easy","Apolitical Items","Conservatives",272
"1632",5,1,"Easy","Apolitical Items","Conservatives",272
"1633",7,1,"Easy","Liberal Confirming Items","Liberals",273
"1634",7,1,"Easy","Conservative Confirming Items","Liberals",273
"1635",7,1,"Easy","Liberal Confirming Items","Liberals",273
"1636",7,1,"Easy","Conservative Confirming Items","Liberals",273
"1637",7,1,"Easy","Apolitical Items","Liberals",273
"1638",7,1,"Easy","Apolitical Items","Liberals",273
"1639",3,1,"Easy","Liberal Confirming Items","Liberals",274
"1640",3,0,"Easy","Conservative Confirming Items","Liberals",274
"1641",3,1,"Easy","Liberal Confirming Items","Liberals",274
"1642",3,1,"Easy","Conservative Confirming Items","Liberals",274
"1643",3,0,"Easy","Apolitical Items","Liberals",274
"1644",3,1,"Easy","Apolitical Items","Liberals",274
"1645",5,1,"Easy","Liberal Confirming Items","Moderates",275
"1646",5,0,"Easy","Conservative Confirming Items","Moderates",275
"1647",5,1,"Easy","Liberal Confirming Items","Moderates",275
"1648",5,1,"Easy","Conservative Confirming Items","Moderates",275
"1649",5,1,"Easy","Apolitical Items","Moderates",275
"1650",5,1,"Easy","Apolitical Items","Moderates",275
"1651",8,1,"Easy","Liberal Confirming Items","Conservatives",276
"1652",8,1,"Easy","Conservative Confirming Items","Conservatives",276
"1653",8,1,"Easy","Liberal Confirming Items","Conservatives",276
"1654",8,1,"Easy","Conservative Confirming Items","Conservatives",276
"1655",8,1,"Easy","Apolitical Items","Conservatives",276
"1656",8,1,"Easy","Apolitical Items","Conservatives",276
"1657",5,1,"Easy","Liberal Confirming Items","Liberals",277
"1658",5,0,"Easy","Conservative Confirming Items","Liberals",277
"1659",5,1,"Easy","Liberal Confirming Items","Liberals",277
"1660",5,1,"Easy","Conservative Confirming Items","Liberals",277
"1661",5,1,"Easy","Apolitical Items","Liberals",277
"1662",5,1,"Easy","Apolitical Items","Liberals",277
"1663",8,1,"Easy","Liberal Confirming Items","Conservatives",278
"1664",8,1,"Easy","Conservative Confirming Items","Conservatives",278
"1665",8,1,"Easy","Liberal Confirming Items","Conservatives",278
"1666",8,1,"Easy","Conservative Confirming Items","Conservatives",278
"1667",8,1,"Easy","Apolitical Items","Conservatives",278
"1668",8,1,"Easy","Apolitical Items","Conservatives",278
"1669",4,1,"Easy","Liberal Confirming Items","Conservatives",279
"1670",4,1,"Easy","Conservative Confirming Items","Conservatives",279
"1671",4,1,"Easy","Liberal Confirming Items","Conservatives",279
"1672",4,1,"Easy","Conservative Confirming Items","Conservatives",279
"1673",4,1,"Easy","Apolitical Items","Conservatives",279
"1674",4,1,"Easy","Apolitical Items","Conservatives",279
"1675",4,1,"Easy","Liberal Confirming Items","Conservatives",280
"1676",4,1,"Easy","Conservative Confirming Items","Conservatives",280
"1677",4,1,"Easy","Liberal Confirming Items","Conservatives",280
"1678",4,1,"Easy","Conservative Confirming Items","Conservatives",280
"1679",4,1,"Easy","Apolitical Items","Conservatives",280
"1680",4,1,"Easy","Apolitical Items","Conservatives",280
"1681",2,1,"Easy","Liberal Confirming Items","Conservatives",281
"1682",2,1,"Easy","Conservative Confirming Items","Conservatives",281
"1683",2,1,"Easy","Liberal Confirming Items","Conservatives",281
"1684",2,1,"Easy","Conservative Confirming Items","Conservatives",281
"1685",2,1,"Easy","Apolitical Items","Conservatives",281
"1686",2,1,"Easy","Apolitical Items","Conservatives",281
"1687",7,1,"Easy","Liberal Confirming Items","Moderates",282
"1688",7,1,"Easy","Conservative Confirming Items","Moderates",282
"1689",7,1,"Easy","Liberal Confirming Items","Moderates",282
"1690",7,1,"Easy","Conservative Confirming Items","Moderates",282
"1691",7,1,"Easy","Apolitical Items","Moderates",282
"1692",7,1,"Easy","Apolitical Items","Moderates",282
"1693",4,1,"Easy","Liberal Confirming Items","Liberals",283
"1694",4,0,"Easy","Conservative Confirming Items","Liberals",283
"1695",4,1,"Easy","Liberal Confirming Items","Liberals",283
"1696",4,1,"Easy","Conservative Confirming Items","Liberals",283
"1697",4,1,"Easy","Apolitical Items","Liberals",283
"1698",4,1,"Easy","Apolitical Items","Liberals",283
"1699",7,1,"Easy","Liberal Confirming Items","Liberals",284
"1700",7,0,"Easy","Conservative Confirming Items","Liberals",284
"1701",7,1,"Easy","Liberal Confirming Items","Liberals",284
"1702",7,1,"Easy","Conservative Confirming Items","Liberals",284
"1703",7,1,"Easy","Apolitical Items","Liberals",284
"1704",7,1,"Easy","Apolitical Items","Liberals",284
"1705",6,1,"Easy","Liberal Confirming Items","Moderates",285
"1706",6,1,"Easy","Conservative Confirming Items","Moderates",285
"1707",6,1,"Easy","Liberal Confirming Items","Moderates",285
"1708",6,1,"Easy","Conservative Confirming Items","Moderates",285
"1709",6,1,"Easy","Apolitical Items","Moderates",285
"1710",6,1,"Easy","Apolitical Items","Moderates",285
"1711",3,1,"Easy","Liberal Confirming Items","Conservatives",286
"1712",3,0,"Easy","Conservative Confirming Items","Conservatives",286
"1713",3,1,"Easy","Liberal Confirming Items","Conservatives",286
"1714",3,1,"Easy","Conservative Confirming Items","Conservatives",286
"1715",3,1,"Easy","Apolitical Items","Conservatives",286
"1716",3,0,"Easy","Apolitical Items","Conservatives",286
"1717",6,1,"Easy","Liberal Confirming Items","Liberals",287
"1718",6,0,"Easy","Conservative Confirming Items","Liberals",287
"1719",6,1,"Easy","Liberal Confirming Items","Liberals",287
"1720",6,1,"Easy","Conservative Confirming Items","Liberals",287
"1721",6,0,"Easy","Apolitical Items","Liberals",287
"1722",6,1,"Easy","Apolitical Items","Liberals",287
"1723",5,1,"Easy","Liberal Confirming Items","Liberals",288
"1724",5,0,"Easy","Conservative Confirming Items","Liberals",288
"1725",5,1,"Easy","Liberal Confirming Items","Liberals",288
"1726",5,0,"Easy","Conservative Confirming Items","Liberals",288
"1727",5,1,"Easy","Apolitical Items","Liberals",288
"1728",5,1,"Easy","Apolitical Items","Liberals",288
"1729",6,1,"Easy","Liberal Confirming Items","Moderates",289
"1730",6,1,"Easy","Conservative Confirming Items","Moderates",289
"1731",6,1,"Easy","Liberal Confirming Items","Moderates",289
"1732",6,1,"Easy","Conservative Confirming Items","Moderates",289
"1733",6,1,"Easy","Apolitical Items","Moderates",289
"1734",6,1,"Easy","Apolitical Items","Moderates",289
"1735",6,1,"Easy","Liberal Confirming Items","Liberals",290
"1736",6,0,"Easy","Conservative Confirming Items","Liberals",290
"1737",6,1,"Easy","Liberal Confirming Items","Liberals",290
"1738",6,0,"Easy","Conservative Confirming Items","Liberals",290
"1739",6,1,"Easy","Apolitical Items","Liberals",290
"1740",6,1,"Easy","Apolitical Items","Liberals",290
"1741",6,1,"Easy","Liberal Confirming Items","Conservatives",291
"1742",6,1,"Easy","Conservative Confirming Items","Conservatives",291
"1743",6,1,"Easy","Liberal Confirming Items","Conservatives",291
"1744",6,1,"Easy","Conservative Confirming Items","Conservatives",291
"1745",6,1,"Easy","Apolitical Items","Conservatives",291
"1746",6,1,"Easy","Apolitical Items","Conservatives",291
"1747",2,1,"Easy","Liberal Confirming Items","Conservatives",292
"1748",2,1,"Easy","Conservative Confirming Items","Conservatives",292
"1749",2,1,"Easy","Liberal Confirming Items","Conservatives",292
"1750",2,1,"Easy","Conservative Confirming Items","Conservatives",292
"1751",2,1,"Easy","Apolitical Items","Conservatives",292
"1752",2,1,"Easy","Apolitical Items","Conservatives",292
"1753",4,1,"Easy","Liberal Confirming Items","Conservatives",293
"1754",4,1,"Easy","Conservative Confirming Items","Conservatives",293
"1755",4,1,"Easy","Liberal Confirming Items","Conservatives",293
"1756",4,1,"Easy","Conservative Confirming Items","Conservatives",293
"1757",4,1,"Easy","Apolitical Items","Conservatives",293
"1758",4,1,"Easy","Apolitical Items","Conservatives",293
"1759",4,1,"Easy","Liberal Confirming Items","Liberals",294
"1760",4,1,"Easy","Conservative Confirming Items","Liberals",294
"1761",4,1,"Easy","Liberal Confirming Items","Liberals",294
"1762",4,1,"Easy","Conservative Confirming Items","Liberals",294
"1763",4,1,"Easy","Apolitical Items","Liberals",294
"1764",4,1,"Easy","Apolitical Items","Liberals",294
"1765",6,1,"Easy","Liberal Confirming Items","Conservatives",295
"1766",6,0,"Easy","Conservative Confirming Items","Conservatives",295
"1767",6,1,"Easy","Liberal Confirming Items","Conservatives",295
"1768",6,1,"Easy","Conservative Confirming Items","Conservatives",295
"1769",6,1,"Easy","Apolitical Items","Conservatives",295
"1770",6,1,"Easy","Apolitical Items","Conservatives",295
"1771",7,1,"Easy","Liberal Confirming Items","Liberals",296
"1772",7,1,"Easy","Conservative Confirming Items","Liberals",296
"1773",7,0,"Easy","Liberal Confirming Items","Liberals",296
"1774",7,1,"Easy","Conservative Confirming Items","Liberals",296
"1775",7,1,"Easy","Apolitical Items","Liberals",296
"1776",7,1,"Easy","Apolitical Items","Liberals",296
"1777",4,1,"Easy","Liberal Confirming Items","Moderates",297
"1778",4,1,"Easy","Conservative Confirming Items","Moderates",297
"1779",4,1,"Easy","Liberal Confirming Items","Moderates",297
"1780",4,0,"Easy","Conservative Confirming Items","Moderates",297
"1781",4,1,"Easy","Apolitical Items","Moderates",297
"1782",4,1,"Easy","Apolitical Items","Moderates",297
"1783",6,0,"Easy","Liberal Confirming Items","Conservatives",298
"1784",6,0,"Easy","Conservative Confirming Items","Conservatives",298
"1785",6,0,"Easy","Liberal Confirming Items","Conservatives",298
"1786",6,0,"Easy","Conservative Confirming Items","Conservatives",298
"1787",6,0,"Easy","Apolitical Items","Conservatives",298
"1788",6,0,"Easy","Apolitical Items","Conservatives",298
"1789",5,1,"Easy","Liberal Confirming Items","Moderates",299
"1790",5,1,"Easy","Conservative Confirming Items","Moderates",299
"1791",5,1,"Easy","Liberal Confirming Items","Moderates",299
"1792",5,1,"Easy","Conservative Confirming Items","Moderates",299
"1793",5,1,"Easy","Apolitical Items","Moderates",299
"1794",5,1,"Easy","Apolitical Items","Moderates",299
"1795",6,1,"Easy","Liberal Confirming Items","Liberals",300
"1796",6,1,"Easy","Conservative Confirming Items","Liberals",300
"1797",6,1,"Easy","Liberal Confirming Items","Liberals",300
"1798",6,1,"Easy","Conservative Confirming Items","Liberals",300
"1799",6,1,"Easy","Apolitical Items","Liberals",300
"1800",6,1,"Easy","Apolitical Items","Liberals",300
"1801",4,1,"Easy","Liberal Confirming Items","Liberals",301
"1802",4,0,"Easy","Conservative Confirming Items","Liberals",301
"1803",4,1,"Easy","Liberal Confirming Items","Liberals",301
"1804",4,1,"Easy","Conservative Confirming Items","Liberals",301
"1805",4,1,"Easy","Apolitical Items","Liberals",301
"1806",4,1,"Easy","Apolitical Items","Liberals",301
"1807",4,1,"Easy","Liberal Confirming Items","Conservatives",302
"1808",4,1,"Easy","Conservative Confirming Items","Conservatives",302
"1809",4,1,"Easy","Liberal Confirming Items","Conservatives",302
"1810",4,1,"Easy","Conservative Confirming Items","Conservatives",302
"1811",4,1,"Easy","Apolitical Items","Conservatives",302
"1812",4,1,"Easy","Apolitical Items","Conservatives",302
"1813",2,1,"Easy","Liberal Confirming Items","Moderates",303
"1814",2,0,"Easy","Conservative Confirming Items","Moderates",303
"1815",2,1,"Easy","Liberal Confirming Items","Moderates",303
"1816",2,0,"Easy","Conservative Confirming Items","Moderates",303
"1817",2,1,"Easy","Apolitical Items","Moderates",303
"1818",2,1,"Easy","Apolitical Items","Moderates",303
"1819",5,1,"Easy","Liberal Confirming Items","Liberals",304
"1820",5,1,"Easy","Conservative Confirming Items","Liberals",304
"1821",5,1,"Easy","Liberal Confirming Items","Liberals",304
"1822",5,1,"Easy","Conservative Confirming Items","Liberals",304
"1823",5,1,"Easy","Apolitical Items","Liberals",304
"1824",5,1,"Easy","Apolitical Items","Liberals",304
"1825",5,1,"Easy","Liberal Confirming Items","Conservatives",305
"1826",5,1,"Easy","Conservative Confirming Items","Conservatives",305
"1827",5,1,"Easy","Liberal Confirming Items","Conservatives",305
"1828",5,1,"Easy","Conservative Confirming Items","Conservatives",305
"1829",5,1,"Easy","Apolitical Items","Conservatives",305
"1830",5,1,"Easy","Apolitical Items","Conservatives",305
"1831",6,1,"Easy","Liberal Confirming Items","Liberals",306
"1832",6,0,"Easy","Conservative Confirming Items","Liberals",306
"1833",6,0,"Easy","Liberal Confirming Items","Liberals",306
"1834",6,1,"Easy","Conservative Confirming Items","Liberals",306
"1835",6,1,"Easy","Apolitical Items","Liberals",306
"1836",6,1,"Easy","Apolitical Items","Liberals",306
"1837",2,1,"Easy","Liberal Confirming Items","Liberals",307
"1838",2,0,"Easy","Conservative Confirming Items","Liberals",307
"1839",2,1,"Easy","Liberal Confirming Items","Liberals",307
"1840",2,0,"Easy","Conservative Confirming Items","Liberals",307
"1841",2,0,"Easy","Apolitical Items","Liberals",307
"1842",2,1,"Easy","Apolitical Items","Liberals",307
"1843",4,1,"Easy","Liberal Confirming Items","Liberals",308
"1844",4,1,"Easy","Conservative Confirming Items","Liberals",308
"1845",4,1,"Easy","Liberal Confirming Items","Liberals",308
"1846",4,1,"Easy","Conservative Confirming Items","Liberals",308
"1847",4,1,"Easy","Apolitical Items","Liberals",308
"1848",4,1,"Easy","Apolitical Items","Liberals",308
"1849",4,1,"Easy","Liberal Confirming Items","Conservatives",309
"1850",4,0,"Easy","Conservative Confirming Items","Conservatives",309
"1851",4,1,"Easy","Liberal Confirming Items","Conservatives",309
"1852",4,1,"Easy","Conservative Confirming Items","Conservatives",309
"1853",4,1,"Easy","Apolitical Items","Conservatives",309
"1854",4,1,"Easy","Apolitical Items","Conservatives",309
"1855",5,1,"Easy","Liberal Confirming Items","Liberals",310
"1856",5,0,"Easy","Conservative Confirming Items","Liberals",310
"1857",5,1,"Easy","Liberal Confirming Items","Liberals",310
"1858",5,1,"Easy","Conservative Confirming Items","Liberals",310
"1859",5,1,"Easy","Apolitical Items","Liberals",310
"1860",5,1,"Easy","Apolitical Items","Liberals",310
"1861",8,1,"Easy","Liberal Confirming Items","Liberals",311
"1862",8,1,"Easy","Conservative Confirming Items","Liberals",311
"1863",8,1,"Easy","Liberal Confirming Items","Liberals",311
"1864",8,1,"Easy","Conservative Confirming Items","Liberals",311
"1865",8,1,"Easy","Apolitical Items","Liberals",311
"1866",8,1,"Easy","Apolitical Items","Liberals",311
"1867",7,1,"Easy","Liberal Confirming Items","Liberals",312
"1868",7,0,"Easy","Conservative Confirming Items","Liberals",312
"1869",7,1,"Easy","Liberal Confirming Items","Liberals",312
"1870",7,0,"Easy","Conservative Confirming Items","Liberals",312
"1871",7,0,"Easy","Apolitical Items","Liberals",312
"1872",7,1,"Easy","Apolitical Items","Liberals",312
"1873",5,1,"Easy","Liberal Confirming Items","Liberals",313
"1874",5,1,"Easy","Conservative Confirming Items","Liberals",313
"1875",5,1,"Easy","Liberal Confirming Items","Liberals",313
"1876",5,1,"Easy","Conservative Confirming Items","Liberals",313
"1877",5,1,"Easy","Apolitical Items","Liberals",313
"1878",5,1,"Easy","Apolitical Items","Liberals",313
"1879",3,1,"Easy","Liberal Confirming Items","Liberals",314
"1880",3,1,"Easy","Conservative Confirming Items","Liberals",314
"1881",3,1,"Easy","Liberal Confirming Items","Liberals",314
"1882",3,1,"Easy","Conservative Confirming Items","Liberals",314
